studentExamsID,enrollID,subjectID,shortExamsID,examQID
221,100028,10105,285,385
222,100028,10106,286,386
223,100028,10107,287,387
224,100028,10108,288,388
225,100029,10101,291,391
226,100029,10102,292,392
227,100029,10103,293,393
228,100029,10104,294,394
229,100029,10105,295,395
230,100029,10106,296,396
231,100029,10107,297,397
232,100029,10108,298,398
233,100030,10101,301,401
234,100030,10102,302,402
235,100030,10103,303,403
236,100030,10104,304,404
237,100030,10105,305,405
238,100030,10106,306,406
239,100030,10107,307,407
240,100030,10108,308,408
241,100031,10101,311,411
242,100031,10102,312,412
243,100031,10103,313,413
244,100031,10104,314,414
245,100031,10105,315,415
246,100031,10106,316,416
247,100031,10107,317,417
248,100031,10108,318,418
249,100032,10101,321,421
250,100032,10102,322,422
251,100032,10103,323,423
252,100032,10104,324,424
253,100032,10105,325,425
254,100032,10106,326,426
255,100032,10107,327,427
256,100032,10108,328,428
257,100033,10101,331,431
258,100033,10102,332,432
259,100033,10103,333,433
260,100033,10104,334,434
261,100033,10105,335,435
262,100033,10106,336,436
263,100033,10107,337,437
264,100033,10108,338,438
265,100034,10101,341,441
266,100034,10102,342,442
267,100034,10103,343,443
268,100034,10104,344,444
269,100034,10105,345,445
270,100034,10106,346,446
271,100034,10107,347,447
272,100034,10108,348,448
273,100035,10101,351,451
274,100035,10102,352,452
275,100035,10103,353,453
276,100035,10104,354,454
277,100035,10105,355,455
278,100035,10106,356,456
279,100035,10107,357,457
280,100035,10108,358,458
281,100036,10101,361,461
282,100036,10102,362,462
283,100036,10103,363,463
284,100036,10104,364,464
285,100036,10105,365,465
286,100036,10106,366,466
287,100036,10107,367,467
288,100036,10108,368,468
289,100037,10101,371,471
290,100037,10102,372,472
291,100037,10103,373,473
292,100037,10104,374,474
293,100037,10105,375,475
294,100037,10106,376,476
295,100037,10107,377,477
296,100037,10108,378,478
297,100038,10101,381,481
298,100038,10102,382,482
299,100038,10103,383,483
300,100038,10104,384,484
301,100038,10105,385,485
302,100038,10106,386,486
303,100038,10107,387,487
304,100038,10108,388,488
305,100039,10101,391,491
306,100039,10102,392,492
307,100039,10103,393,493
308,100039,10104,394,494
309,100039,10105,395,495
310,100039,10106,396,496
311,100039,10107,397,497
312,100039,10108,398,498
313,100040,10101,401,501
314,100040,10102,402,502
315,100040,10103,403,503
316,100040,10104,404,504
317,100040,10105,405,505
318,100040,10106,406,506
319,100040,10107,407,507
320,100040,10108,408,508
321,100041,10101,411,511
322,100041,10102,412,512
323,100041,10103,413,513
324,100041,10104,414,514
325,100041,10105,415,515
326,100041,10106,416,516
327,100041,10107,417,517
328,100041,10108,418,518
329,100042,10101,421,521
330,100042,10102,422,522
331,100042,10103,423,523
332,100042,10104,424,524
333,100042,10105,425,525
334,100042,10106,426,526
335,100042,10107,427,527
336,100042,10108,428,528
337,100043,10101,431,531
338,100043,10102,432,532
339,100043,10103,433,533
340,100043,10104,434,534
341,100043,10105,435,535
342,100043,10106,436,536
343,100043,10107,437,537
344,100043,10108,438,538
345,100044,10101,441,541
346,100044,10102,442,542
347,100044,10103,443,543
348,100044,10104,444,544
349,100044,10105,445,545
350,100044,10106,446,546
351,100044,10107,447,547
352,100044,10108,448,548
353,100045,10101,451,551
354,100045,10102,452,552
355,100045,10103,453,553
356,100045,10104,454,554
357,100045,10105,455,555
358,100045,10106,456,556
359,100045,10107,457,557
360,100045,10108,458,558
361,100046,10101,461,561
362,100046,10102,462,562
363,100046,10103,463,563
364,100046,10104,464,564
365,100046,10105,465,565
366,100046,10106,466,566
367,100046,10107,467,567
368,100046,10108,468,568
369,100047,10101,471,571
370,100047,10102,472,572
371,100047,10103,473,573
372,100047,10104,474,574
373,100047,10105,475,575
374,100047,10106,476,576
375,100047,10107,477,577
376,100047,10108,478,578
377,100048,10101,481,581
378,100048,10102,482,582
379,100048,10103,483,583
380,100048,10104,484,584
381,100048,10105,485,585
382,100048,10106,486,586
383,100048,10107,487,587
384,100048,10108,488,588
385,100049,10101,491,591
386,100049,10102,492,592
387,100049,10103,493,593
388,100049,10104,494,594
389,100049,10105,495,595
390,100049,10106,496,596
391,100049,10107,497,597
392,100049,10108,498,598
393,100050,10101,501,601
394,100050,10102,502,602
395,100050,10103,503,603
396,100050,10104,504,604
397,100050,10105,505,605
398,100050,10106,506,606
399,100050,10107,507,607
400,100050,10108,508,608
401,100051,10101,511,611
402,100051,10102,512,612
403,100051,10103,513,613
404,100051,10104,514,614
405,100051,10105,515,615
406,100051,10106,516,616
407,100051,10107,517,617
408,100051,10108,518,618
409,100052,10101,521,621
410,100052,10102,522,622
411,100052,10103,523,623
412,100052,10104,524,624
413,100052,10105,525,625
414,100052,10106,526,626
415,100052,10107,527,627
416,100052,10108,528,628
417,100053,10101,531,631
418,100053,10102,532,632
419,100053,10103,533,633
420,100053,10104,534,634
421,100053,10105,535,635
422,100053,10106,536,636
423,100053,10107,537,637
424,100053,10108,538,638
425,100054,10101,541,641
426,100054,10102,542,642
427,100054,10103,543,643
428,100054,10104,544,644
429,100054,10105,545,645
430,100054,10106,546,646
431,100054,10107,547,647
432,100054,10108,548,648
433,100055,10101,551,651
434,100055,10102,552,652
435,100055,10103,553,653
436,100055,10104,554,654
437,100055,10105,555,655
438,100055,10106,556,656
439,100055,10107,557,657
440,100055,10108,558,658
441,100056,10101,561,661
442,100056,10102,562,662
443,100056,10103,563,663
444,100056,10104,564,664
445,100056,10105,565,665
446,100056,10106,566,666
447,100056,10107,567,667
448,100056,10108,568,668
449,100057,10101,571,671
450,100057,10102,572,672
451,100057,10103,573,673
452,100057,10104,574,674
453,100057,10105,575,675
454,100057,10106,576,676
455,100057,10107,577,677
456,100057,10108,578,678
457,100058,10101,581,681
458,100058,10102,582,682
459,100058,10103,583,683
460,100058,10104,584,684
461,100058,10105,585,685
462,100058,10106,586,686
463,100058,10107,587,687
464,100058,10108,588,688
465,100059,10101,591,691
466,100059,10102,592,692
467,100059,10103,593,693
468,100059,10104,594,694
469,100059,10105,595,695
470,100059,10106,596,696
471,100059,10107,597,697
472,100059,10108,598,698
473,100060,10101,601,701
474,100060,10102,602,702
475,100060,10103,603,703
476,100060,10104,604,704
477,100060,10105,605,705
478,100060,10106,606,706
479,100060,10107,607,707
480,100060,10108,608,708
481,100061,10101,611,711
482,100061,10102,612,712
483,100061,10103,613,713
484,100061,10104,614,714
485,100061,10105,615,715
486,100061,10106,616,716
487,100061,10107,617,717
488,100061,10108,618,718
489,100062,10101,621,721
490,100062,10102,622,722
491,100062,10103,623,723
492,100062,10104,624,724
493,100062,10105,625,725
494,100062,10106,626,726
495,100062,10107,627,727
496,100062,10108,628,728
497,100063,10101,631,731
498,100063,10102,632,732
499,100063,10103,633,733
500,100063,10104,634,734
501,100063,10105,635,735
502,100063,10106,636,736
503,100063,10107,637,737
504,100063,10108,638,738
505,100064,10101,641,741
506,100064,10102,642,742
507,100064,10103,643,743
508,100064,10104,644,744
509,100064,10105,645,745
510,100064,10106,646,746
511,100064,10107,647,747
512,100064,10108,648,748
513,100065,10101,651,751
514,100065,10102,652,752
515,100065,10103,653,753
516,100065,10104,654,754
517,100065,10105,655,755
518,100065,10106,656,756
519,100065,10107,657,757
520,100065,10108,658,758
521,100066,10101,661,761
522,100066,10102,662,762
523,100066,10103,663,763
524,100066,10104,664,764
525,100066,10105,665,765
526,100066,10106,666,766
527,100066,10107,667,767
528,100066,10108,668,768
529,100067,10101,671,771
530,100067,10102,672,772
531,100067,10103,673,773
532,100067,10104,674,774
533,100067,10105,675,775
534,100067,10106,676,776
535,100067,10107,677,777
536,100067,10108,678,778
537,100068,10101,681,781
538,100068,10102,682,782
539,100068,10103,683,783
540,100068,10104,684,784
541,100068,10105,685,785
542,100068,10106,686,786
543,100068,10107,687,787
544,100068,10108,688,788
545,100069,10101,691,791
546,100069,10102,692,792
547,100069,10103,693,793
548,100069,10104,694,794
549,100069,10105,695,795
550,100069,10106,696,796
551,100069,10107,697,797
552,100069,10108,698,798
553,100070,10101,701,801
554,100070,10102,702,802
555,100070,10103,703,803
556,100070,10104,704,804
557,100070,10105,705,805
558,100070,10106,706,806
559,100070,10107,707,807
560,100070,10108,708,808
561,100071,10101,711,811
562,100071,10102,712,812
563,100071,10103,713,813
564,100071,10104,714,814
565,100071,10105,715,815
566,100071,10106,716,816
567,100071,10107,717,817
568,100071,10108,718,818
569,100072,10101,721,821
570,100072,10102,722,822
571,100072,10103,723,823
572,100072,10104,724,824
573,100072,10105,725,825
574,100072,10106,726,826
575,100072,10107,727,827
576,100072,10108,728,828
577,100073,10101,731,831
578,100073,10102,732,832
579,100073,10103,733,833
580,100073,10104,734,834
581,100073,10105,735,835
582,100073,10106,736,836
583,100073,10107,737,837
584,100073,10108,738,838
585,100074,10101,741,841
586,100074,10102,742,842
587,100074,10103,743,843
588,100074,10104,744,844
589,100074,10105,745,845
590,100074,10106,746,846
591,100074,10107,747,847
592,100074,10108,748,848
593,100075,10101,751,851
594,100075,10102,752,852
595,100075,10103,753,853
596,100075,10104,754,854
597,100075,10105,755,855
598,100075,10106,756,856
599,100075,10107,757,857
600,100075,10108,758,858
601,100076,10101,761,861
602,100076,10102,762,862
603,100076,10103,763,863
604,100076,10104,764,864
605,100076,10105,765,865
606,100076,10106,766,866
607,100076,10107,767,867
608,100076,10108,768,868
609,100077,10101,771,871
610,100077,10102,772,872
611,100077,10103,773,873
612,100077,10104,774,874
613,100077,10105,775,875
614,100077,10106,776,876
615,100077,10107,777,877
616,100077,10108,778,878
617,100078,10101,781,881
618,100078,10102,782,882
619,100078,10103,783,883
620,100078,10104,784,884
621,100078,10105,785,885
622,100078,10106,786,886
623,100078,10107,787,887
624,100078,10108,788,888
625,100079,10101,791,891
626,100079,10102,792,892
627,100079,10103,793,893
628,100079,10104,794,894
629,100079,10105,795,895
630,100079,10106,796,896
631,100079,10107,797,897
632,100079,10108,798,898
633,100080,10101,801,901
634,100080,10102,802,902
635,100080,10103,803,903
636,100080,10104,804,904
637,100080,10105,805,905
638,100080,10106,806,906
639,100080,10107,807,907
640,100080,10108,808,908
641,100081,10101,811,911
642,100081,10102,812,912
643,100081,10103,813,913
644,100081,10104,814,914
645,100081,10105,815,915
646,100081,10106,816,916
647,100081,10107,817,917
648,100081,10108,818,918
649,100082,10101,821,921
650,100082,10102,822,922
651,100082,10103,823,923
652,100082,10104,824,924
653,100082,10105,825,925
654,100082,10106,826,926
655,100082,10107,827,927
656,100082,10108,828,928
657,100083,10101,831,931
658,100083,10102,832,932
659,100083,10103,833,933
660,100083,10104,834,934
661,100083,10105,835,935
662,100083,10106,836,936
663,100083,10107,837,937
664,100083,10108,838,938
665,100084,10101,841,941
666,100084,10102,842,942
667,100084,10103,843,943
668,100084,10104,844,944
669,100084,10105,845,945
670,100084,10106,846,946
671,100084,10107,847,947
672,100084,10108,848,948
673,100085,10101,851,951
674,100085,10102,852,952
675,100085,10103,853,953
676,100085,10104,854,954
677,100085,10105,855,955
678,100085,10106,856,956
679,100085,10107,857,957
680,100085,10108,858,958
681,100086,10101,861,961
682,100086,10102,862,962
683,100086,10103,863,963
684,100086,10104,864,964
685,100086,10105,865,965
686,100086,10106,866,966
687,100086,10107,867,967
688,100086,10108,868,968
689,100087,10101,871,971
690,100087,10102,872,972
691,100087,10103,873,973
692,100087,10104,874,974
693,100087,10105,875,975
694,100087,10106,876,976
695,100087,10107,877,977
696,100087,10108,878,978
697,100088,10101,881,981
698,100088,10102,882,982
699,100088,10103,883,983
700,100088,10104,884,984
701,100088,10105,885,985
702,100088,10106,886,986
703,100088,10107,887,987
704,100088,10108,888,988
705,100089,10101,891,991
706,100089,10102,892,992
707,100089,10103,893,993
708,100089,10104,894,994
709,100089,10105,895,995
710,100089,10106,896,996
711,100089,10107,897,997
712,100089,10108,898,998
713,100090,10101,901,1001
714,100090,10102,902,1002
715,100090,10103,903,1003
716,100090,10104,904,1004
717,100090,10105,905,1005
718,100090,10106,906,1006
719,100090,10107,907,1007
720,100090,10108,908,1008
721,100091,10101,911,1011
722,100091,10102,912,1012
723,100091,10103,913,1013
724,100091,10104,914,1014
725,100091,10105,915,1015
726,100091,10106,916,1016
727,100091,10107,917,1017
728,100091,10108,918,1018
729,100092,10101,921,1021
730,100092,10102,922,1022
731,100092,10103,923,1023
732,100092,10104,924,1024
733,100092,10105,925,1025
734,100092,10106,926,1026
735,100092,10107,927,1027
736,100092,10108,928,1028
737,100093,10101,931,1031
738,100093,10102,932,1032
739,100093,10103,933,1033
740,100093,10104,934,1034
741,100093,10105,935,1035
742,100093,10106,936,1036
743,100093,10107,937,1037
744,100093,10108,938,1038
745,100094,10101,941,1041
746,100094,10102,942,1042
747,100094,10103,943,1043
748,100094,10104,944,1044
749,100094,10105,945,1045
750,100094,10106,946,1046
751,100094,10107,947,1047
752,100094,10108,948,1048
753,100095,10101,951,1051
754,100095,10102,952,1052
755,100095,10103,953,1053
756,100095,10104,954,1054
757,100095,10105,955,1055
758,100095,10106,956,1056
759,100095,10107,957,1057
760,100095,10108,958,1058
761,100096,10101,961,1061
762,100096,10102,962,1062
763,100096,10103,963,1063
764,100096,10104,964,1064
765,100096,10105,965,1065
766,100096,10106,966,1066
767,100096,10107,967,1067
768,100096,10108,968,1068
769,100097,10101,971,1071
770,100097,10102,972,1072
771,100097,10103,973,1073
772,100097,10104,974,1074
773,100097,10105,975,1075
774,100097,10106,976,1076
775,100097,10107,977,1077
776,100097,10108,978,1078
777,100098,10101,981,1081
778,100098,10102,982,1082
779,100098,10103,983,1083
780,100098,10104,984,1084
781,100098,10105,985,1085
782,100098,10106,986,1086
783,100098,10107,987,1087
784,100098,10108,988,1088
785,100099,10101,991,1091
786,100099,10102,992,1092
787,100099,10103,993,1093
788,100099,10104,994,1094
789,100099,10105,995,1095
790,100099,10106,996,1096
791,100099,10107,997,1097
792,100099,10108,998,1098
793,100100,10101,1001,1101
794,100100,10102,1002,1102
795,100100,10103,1003,1103
796,100100,10104,1004,1104
797,100100,10105,1005,1105
798,100100,10106,1006,1106
799,100100,10107,1007,1107
800,100100,10108,1008,1108
801,100101,10101,1011,1111
802,100101,10102,1012,1112
803,100101,10103,1013,1113
804,100101,10104,1014,1114
805,100101,10105,1015,1115
806,100101,10106,1016,1116
807,100101,10107,1017,1117
808,100101,10108,1018,1118
809,100102,10101,1021,1121
810,100102,10102,1022,1122
811,100102,10103,1023,1123
812,100102,10104,1024,1124
813,100102,10105,1025,1125
814,100102,10106,1026,1126
815,100102,10107,1027,1127
816,100102,10108,1028,1128
817,100103,10101,1031,1131
818,100103,10102,1032,1132
819,100103,10103,1033,1133
820,100103,10104,1034,1134
821,100103,10105,1035,1135
822,100103,10106,1036,1136
823,100103,10107,1037,1137
824,100103,10108,1038,1138
825,100104,10101,1041,1141
826,100104,10102,1042,1142
827,100104,10103,1043,1143
828,100104,10104,1044,1144
829,100104,10105,1045,1145
830,100104,10106,1046,1146
831,100104,10107,1047,1147
832,100104,10108,1048,1148
833,100105,10101,1051,1151
834,100105,10102,1052,1152
835,100105,10103,1053,1153
836,100105,10104,1054,1154
837,100105,10105,1055,1155
838,100105,10106,1056,1156
839,100105,10107,1057,1157
840,100105,10108,1058,1158
841,100106,10101,1061,1161
842,100106,10102,1062,1162
843,100106,10103,1063,1163
844,100106,10104,1064,1164
845,100106,10105,1065,1165
846,100106,10106,1066,1166
847,100106,10107,1067,1167
848,100106,10108,1068,1168
849,100107,10101,1071,1171
850,100107,10102,1072,1172
851,100107,10103,1073,1173
852,100107,10104,1074,1174
853,100107,10105,1075,1175
854,100107,10106,1076,1176
855,100107,10107,1077,1177
856,100107,10108,1078,1178
857,100108,10101,1081,1181
858,100108,10102,1082,1182
859,100108,10103,1083,1183
860,100108,10104,1084,1184
861,100108,10105,1085,1185
862,100108,10106,1086,1186
863,100108,10107,1087,1187
864,100108,10108,1088,1188
865,100109,10101,1091,1191
866,100109,10102,1092,1192
867,100109,10103,1093,1193
868,100109,10104,1094,1194
869,100109,10105,1095,1195
870,100109,10106,1096,1196
871,100109,10107,1097,1197
872,100109,10108,1098,1198
873,100110,10101,1101,1201
874,100110,10102,1102,1202
875,100110,10103,1103,1203
876,100110,10104,1104,1204
877,100110,10105,1105,1205
878,100110,10106,1106,1206
879,100110,10107,1107,1207
880,100110,10108,1108,1208
881,100111,10101,1111,1211
882,100111,10102,1112,1212
883,100111,10103,1113,1213
884,100111,10104,1114,1214
885,100111,10105,1115,1215
886,100111,10106,1116,1216
887,100111,10107,1117,1217
888,100111,10108,1118,1218
889,100112,10101,1121,1221
890,100112,10102,1122,1222
891,100112,10103,1123,1223
892,100112,10104,1124,1224
893,100112,10105,1125,1225
894,100112,10106,1126,1226
895,100112,10107,1127,1227
896,100112,10108,1128,1228
897,100113,10101,1131,1231
898,100113,10102,1132,1232
899,100113,10103,1133,1233
900,100113,10104,1134,1234
901,100113,10105,1135,1235
902,100113,10106,1136,1236
903,100113,10107,1137,1237
904,100113,10108,1138,1238
905,100114,10101,1141,1241
906,100114,10102,1142,1242
907,100114,10103,1143,1243
908,100114,10104,1144,1244
909,100114,10105,1145,1245
910,100114,10106,1146,1246
911,100114,10107,1147,1247
912,100114,10108,1148,1248
913,100115,10101,1151,1251
914,100115,10102,1152,1252
915,100115,10103,1153,1253
916,100115,10104,1154,1254
917,100115,10105,1155,1255
918,100115,10106,1156,1256
919,100115,10107,1157,1257
920,100115,10108,1158,1258
921,100116,10101,1161,1261
922,100116,10102,1162,1262
923,100116,10103,1163,1263
924,100116,10104,1164,1264
925,100116,10105,1165,1265
926,100116,10106,1166,1266
927,100116,10107,1167,1267
928,100116,10108,1168,1268
929,100117,10101,1171,1271
930,100117,10102,1172,1272
931,100117,10103,1173,1273
932,100117,10104,1174,1274
933,100117,10105,1175,1275
934,100117,10106,1176,1276
935,100117,10107,1177,1277
936,100117,10108,1178,1278
937,100118,10101,1181,1281
938,100118,10102,1182,1282
939,100118,10103,1183,1283
940,100118,10104,1184,1284
941,100118,10105,1185,1285
942,100118,10106,1186,1286
943,100118,10107,1187,1287
944,100118,10108,1188,1288
945,100119,10101,1191,1291
946,100119,10102,1192,1292
947,100119,10103,1193,1293
948,100119,10104,1194,1294
949,100119,10105,1195,1295
950,100119,10106,1196,1296
951,100119,10107,1197,1297
952,100119,10108,1198,1298
953,100120,10101,1201,1301
954,100120,10102,1202,1302
955,100120,10103,1203,1303
956,100120,10104,1204,1304
957,100120,10105,1205,1305
958,100120,10106,1206,1306
959,100120,10107,1207,1307
960,100120,10108,1208,1308
961,100121,10101,1211,1311
962,100121,10102,1212,1312
963,100121,10103,1213,1313
964,100121,10104,1214,1314
965,100121,10105,1215,1315
966,100121,10106,1216,1316
967,100121,10107,1217,1317
968,100121,10108,1218,1318
969,100122,10101,1221,1321
970,100122,10102,1222,1322
971,100122,10103,1223,1323
972,100122,10104,1224,1324
973,100122,10105,1225,1325
974,100122,10106,1226,1326
975,100122,10107,1227,1327
976,100122,10108,1228,1328
977,100123,10101,1231,1331
978,100123,10102,1232,1332
979,100123,10103,1233,1333
980,100123,10104,1234,1334
981,100123,10105,1235,1335
982,100123,10106,1236,1336
983,100123,10107,1237,1337
984,100123,10108,1238,1338
985,100124,10101,1241,1341
986,100124,10102,1242,1342
987,100124,10103,1243,1343
988,100124,10104,1244,1344
989,100124,10105,1245,1345
990,100124,10106,1246,1346
991,100124,10107,1247,1347
992,100124,10108,1248,1348
993,100125,10101,1251,1351
994,100125,10102,1252,1352
995,100125,10103,1253,1353
996,100125,10104,1254,1354
997,100125,10105,1255,1355
998,100125,10106,1256,1356
999,100125,10107,1257,1357
1000,100125,10108,1258,1358
1001,100126,10101,1261,1361
1002,100126,10102,1262,1362
1003,100126,10103,1263,1363
1004,100126,10104,1264,1364
1005,100126,10105,1265,1365
1006,100126,10106,1266,1366
1007,100126,10107,1267,1367
1008,100126,10108,1268,1368
1009,100127,10101,1271,1371
1010,100127,10102,1272,1372
1011,100127,10103,1273,1373
1012,100127,10104,1274,1374
1013,100127,10105,1275,1375
1014,100127,10106,1276,1376
1015,100127,10107,1277,1377
1016,100127,10108,1278,1378
1017,100128,10101,1281,1381
1018,100128,10102,1282,1382
1019,100128,10103,1283,1383
1020,100128,10104,1284,1384
1021,100128,10105,1285,1385
1022,100128,10106,1286,1386
1023,100128,10107,1287,1387
1024,100128,10108,1288,1388
1025,100129,10101,1291,1391
1026,100129,10102,1292,1392
1027,100129,10103,1293,1393
1028,100129,10104,1294,1394
1029,100129,10105,1295,1395
1030,100129,10106,1296,1396
1031,100129,10107,1297,1397
1032,100129,10108,1298,1398
1033,100130,10101,1301,1401
1034,100130,10102,1302,1402
1035,100130,10103,1303,1403
1036,100130,10104,1304,1404
1037,100130,10105,1305,1405
1038,100130,10106,1306,1406
1039,100130,10107,1307,1407
1040,100130,10108,1308,1408
1041,100131,10101,1311,1411
1042,100131,10102,1312,1412
1043,100131,10103,1313,1413
1044,100131,10104,1314,1414
1045,100131,10105,1315,1415
1046,100131,10106,1316,1416
1047,100131,10107,1317,1417
1048,100131,10108,1318,1418
1049,100132,10101,1321,1421
1050,100132,10102,1322,1422
1051,100132,10103,1323,1423
1052,100132,10104,1324,1424
1053,100132,10105,1325,1425
1054,100132,10106,1326,1426
1055,100132,10107,1327,1427
1056,100132,10108,1328,1428
1057,100133,10101,1331,1431
1058,100133,10102,1332,1432
1059,100133,10103,1333,1433
1060,100133,10104,1334,1434
1061,100133,10105,1335,1435
1062,100133,10106,1336,1436
1063,100133,10107,1337,1437
1064,100133,10108,1338,1438
1065,100134,10101,1341,1441
1066,100134,10102,1342,1442
1067,100134,10103,1343,1443
1068,100134,10104,1344,1444
1069,100134,10105,1345,1445
1070,100134,10106,1346,1446
1071,100134,10107,1347,1447
1072,100134,10108,1348,1448
1073,100135,10101,1351,1451
1074,100135,10102,1352,1452
1075,100135,10103,1353,1453
1076,100135,10104,1354,1454
1077,100135,10105,1355,1455
1078,100135,10106,1356,1456
1079,100135,10107,1357,1457
1080,100135,10108,1358,1458
1081,100136,10101,1361,1461
1082,100136,10102,1362,1462
1083,100136,10103,1363,1463
1084,100136,10104,1364,1464
1085,100136,10105,1365,1465
1086,100136,10106,1366,1466
1087,100136,10107,1367,1467
1088,100136,10108,1368,1468
1089,100137,10101,1371,1471
1090,100137,10102,1372,1472
1091,100137,10103,1373,1473
1092,100137,10104,1374,1474
1093,100137,10105,1375,1475
1094,100137,10106,1376,1476
1095,100137,10107,1377,1477
1096,100137,10108,1378,1478
